"toolName","id","category","route","currentStatus","inputType","outputType","processing","implementation","knownProblems","requiredFix","functionTest","uiTest","outputTest","downloadTest","mobileTest","errorHandlingTest","lastTestTime"
"Hardy-Weinberg Calculator","hardy-weinberg-calculator","biology-tools","/tools/hardy-weinberg-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Population Growth Calculator","population-growth-calculator","biology-tools","/tools/population-growth-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Microscope Magnification Calculator","microscope-magnification-calculator","biology-tools","/tools/microscope-magnification-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"DNA Complement Tool","dna-complement-tool","biology-tools","/tools/dna-complement-tool","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"DNA to RNA Tool","dna-to-rna-tool","biology-tools","/tools/dna-to-rna-tool","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"RNA to Protein Helper","rna-to-protein-tool","biology-tools","/tools/rna-to-protein-tool","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Punnett Square Calculator","punnett-square-calculator","biology-tools","/tools/punnett-square-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Quadratic Equation Calculator","quadratic-equation-calculator","mathematics-tools","/tools/quadratic-equation-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Pythagorean Theorem Calculator","pythagorean-calculator","mathematics-tools","/tools/pythagorean-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Vector Magnitude Calculator","vector-magnitude-calculator","mathematics-tools","/tools/vector-magnitude-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Permutation & Combination Calculator","permutation-combination-calculator","mathematics-tools","/tools/permutation-combination-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Stress Calculator","stress-calculator","engineering-tools","/tools/stress-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Strain Calculator","strain-calculator","engineering-tools","/tools/strain-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Voltage Divider Calculator","voltage-divider-calculator","engineering-tools","/tools/voltage-divider-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Series Resistance Calculator","series-resistance-calculator","engineering-tools","/tools/series-resistance-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Parallel Resistance Calculator","parallel-resistance-calculator","engineering-tools","/tools/parallel-resistance-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"LED Resistor Calculator","led-resistor-calculator","engineering-tools","/tools/led-resistor-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"RC Time Constant Calculator","rc-time-constant-calculator","engineering-tools","/tools/rc-time-constant-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Concrete Volume Calculator","concrete-volume-calculator","engineering-tools","/tools/concrete-volume-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Slope & Gradient Calculator","slope-gradient-calculator","engineering-tools","/tools/slope-gradient-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Gear Ratio Calculator","gear-ratio-calculator","robotics-tools","/tools/gear-ratio-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Wheel Speed Calculator","wheel-speed-calculator","robotics-tools","/tools/wheel-speed-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Battery Runtime Estimator","battery-runtime-calculator","robotics-tools","/tools/battery-runtime-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"PWM Duty Cycle Calculator","pwm-duty-cycle-calculator","robotics-tools","/tools/pwm-duty-cycle-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Break-even Calculator","break-even-calculator","finance-tools","/tools/break-even-calculator","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"CAGR Calculator","cagr-calculator","finance-tools","/tools/cagr-calculator","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"ROI Calculator","roi-calculator","finance-tools","/tools/roi-calculator","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Commission Calculator","commission-calculator","finance-tools","/tools/commission-calculator","PARTIALLY WORKING","Numeric/form input","Calculated result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
